Symbol,Description,Category2,Category3,GICS Sector,Market cap,Dividend yield,Country,Action
BWA,Umpqua Holdings Corp,Common stocks,Mid cap,Financials,"$4,123,446,730 ",4.41%,USA,Analyze
HST,MSC Industrial Inc Class A,Common stocks,Mid cap,Industrials,"$4,097,768,149 ",3.36%,USA,Analyze
PNR,"Univar Solutions, Inc.",Common stocks,Mid cap,Industrials,"$4,065,002,979 ",0.00%,USA,Analyze
PENN,"Certara, Inc.",Common stocks,Mid cap,Health Care,"$4,061,605,167 ",0.00%,USA,Analyze
IPGP,"DT Midstream, Inc.",Common stocks,Mid cap,Energy,"$4,057,928,192 ",0.00%,USA,Analyze
UHAL,Wintrust Financial Corp,Common stocks,Mid cap,Financials,"$4,041,831,300 ",1.65%,USA,Analyze
GPS,Avnet Inc,Common stocks,Mid cap,Information Technology,"$4,029,832,985 ",2.08%,USA,Analyze
RPM,Weingarten Realty Investors,REITs,Mid cap,Real Estate,"$4,008,756,877 ",2.72%,USA,Analyze
RGEN,Hain Celestial Group Inc,Common stocks,Mid cap,Consumer Staples,"$3,969,864,148 ",0.00%,USA,Analyze
GH,EPR Properties,REITs,Mid cap,Real Estate,"$3,931,326,626 ",0.73%,USA,Analyze
TREX,Ryder System Inc,Common stocks,Mid cap,Industrials,"$3,927,151,212 ",2.28%,USA,Analyze
AOS,Sabre Corp,Common stocks,Mid cap,Information Technology,"$3,823,978,083 ",0.00%,USA,Analyze
ZNGA,"Shift4 Payments, Inc. Class A",Common stocks,Mid cap,Information Technology,"$3,777,328,455 ",0.00%,USA,Analyze
VER,Jamf Holding Corp.,Common stocks,Mid cap,Information Technology,"$3,725,161,386 ",2.88%,USA,Analyze
DAR,Spectrum Brands Holdings Inc,Common stocks,Mid cap,Consumer Staples,"$3,724,049,260 ",1.91%,USA,Analyze
WSO,Mercury Systems Inc,Common stocks,Mid cap,Industrials,"$3,722,923,164 ",0.00%,USA,Analyze
LPLA,First Hawaiian Inc,Common stocks,Mid cap,Financials,"$3,664,737,552 ",3.65%,USA,Analyze
LW,FNB Corp,Common stocks,Mid cap,Financials,"$3,660,156,019 ",4.13%,USA,Analyze
PEGA,Brighthouse Financial,Common stocks,Mid cap,Financials,"$3,657,396,813 ",0.00%,USA,Analyze
REG,Six Flags Entertainment Corp,Common stocks,Mid cap,Consumer Discretionary,"$3,620,610,921 ",0.00%,USA,Analyze
CLF,Viasat Inc,Common stocks,Mid cap,Information Technology,"$3,612,703,660 ",0.00%,USA,Analyze
PCTY,Kirby Corp,Common stocks,Mid cap,Industrials,"$3,594,279,000 ",0.00%,USA,Analyze
GLPI,Assured Guaranty Ltd,Common stocks,Mid cap,Financials,"$3,559,857,351 ",1.77%,USA,Analyze
FIVE,Costar Group Inc,Common stocks,Mid cap,Industrials,"$3,525,589,209 ",0.00%,USA,Analyze
HSIC,Solarwinds Corporation,Common stocks,Mid cap,Information Technology,"$3,516,235,017 ",0.00%,USA,Analyze
ARES,Trade Desk Inc Class A,Common stocks,Mid cap,Information Technology,"$3,512,255,786 ",0.00%,USA,Analyze
AFG,White Mountains Insurance Group Ltd,Common stocks,Mid cap,Financials,"$3,501,206,310 ",0.09%,USA,Analyze
JLL,Iovance Biotherapeutics Inc,Common stocks,Mid cap,Health Care,"$3,403,953,510 ",0.00%,USA,Analyze
WLK,Mercury General Corp,Common stocks,Mid cap,Financials,"$3,395,890,428 ",4.06%,USA,Analyze
CREE,Bank Of Hawaii Corp.,Common stocks,Mid cap,Financials,"$3,362,423,530 ",3.19%,USA,Analyze
MORN,Newmarket Corp,Common stocks,Mid cap,Materials,"$3,336,474,698 ",2.47%,USA,Analyze
MIDD,Madison Square Garden Sports Corp. Class A,Common stocks,Mid cap,Communication Services,"$3,242,254,815 ",0.00%,USA,Analyze
BG,Hyatt Hotels Corp Class A,Common stocks,Mid cap,Consumer Discretionary,"$3,235,660,355 ",0.00%,USA,Analyze
RHI,Grocery Outlet Holding Corp.,Common stocks,Mid cap,Consumer Staples,"$3,148,775,467 ",0.00%,USA,Analyze
HUBB,Virtu Financial Inc Class A,Common stocks,Mid cap,Financials,"$3,056,865,450 ",3.71%,USA,Analyze
CSL,Nektar Therapeutics,Common stocks,Mid cap,Health Care,"$2,960,698,144 ",0.00%,USA,Analyze
EWBC,"Switch, Inc. Class A",Common stocks,Mid cap,Information Technology,"$2,710,196,725 ",0.96%,USA,Analyze
TAP,Sage Therapeutics Inc,Common stocks,Mid cap,Health Care,"$2,593,003,998 ",0.00%,USA,Analyze
OLED,"Shoals Technologies Group, Inc.",Common stocks,Mid cap,Industrials,"$2,530,407,506 ",0.00%,USA,Analyze
CF,"Rocket Companies, Inc. Class A",Common stocks,Mid cap,Financials,"$2,371,917,633 ",0.00%,USA,Analyze
DOX,Copa Holdings SA Class A,Common stocks,Mid cap,Industrials,"$2,263,902,143 ",0.00%,USA,Analyze
RUN,World Wrestling Entertainment Inc,Common stocks,Mid cap,Communication Services,"$2,245,424,404 ",0.96%,USA,Analyze
SMG,"N-able, Inc.",Common stocks,Mid cap,Information Technology,"$2,117,267,072 ",0.00%,USA,Analyze
DXC,Schneider National Inc Class B,Common stocks,Mid cap,Industrials,"$2,016,423,935 ",1.23%,USA,Analyze
LEA,Paysafe Limited,Common stocks,Small cap,Information Technology,"$1,560,923,591 ",0.00%,Bermuda,Analyze
CVAC,"GoHealth, Inc. - Class A",Common stocks,Small cap,Financials,"$909,930,012 ",0.00%,USA,Analyze
PFPT,UWM Holdings Corporation Class A,Common stocks,Small cap,Financials,"$787,746,686 ",2.60%,USA,Analyze
AAPL,Brookfield Property REIT Inc. - Class A,REITs,Small cap,Real Estate,"$710,173,504 ",7.12%,USA,Analyze
MSFT,Ardagh Group S.A. Class A,Common stocks,Small cap,Materials,"$435,584,048 ",2.56%,Luxembourg,Analyze
